Classof,Measure Names,Organization Code,Organization Name,organizationid,Suppression Label,Measure Values,Cohort Numberof Students
Class of 2018,Graduated,3508,Columbia High And Elementary,102897,(Suppressed: Greater than 90%),0.9,
Class of 2018,Continued,3508,Columbia High And Elementary,102897,(Suppressed: Greater than 90%),,
Class of 2018,Dropped Out,3508,Columbia High And Elementary,102897,(Suppressed: Greater than 90%),,
Class of 2018,Graduated,3575,Prescott Jr Sr High,103040,(Suppressed: Greater than 90%),0.9,
Class of 2018,Continued,3575,Prescott Jr Sr High,103040,(Suppressed: Greater than 90%),,
Class of 2018,Dropped Out,3575,Prescott Jr Sr High,103040,(Suppressed: Greater than 90%),,
Class of 2018,Graduated,3932,Lewis and Clark High School,100550,(Suppressed: Greater than 90%),0.9,
Class of 2018,Continued,3932,Lewis and Clark High School,100550,(Suppressed: Greater than 90%),,
Class of 2018,Dropped Out,3932,Lewis and Clark High School,100550,(Suppressed: Greater than 90%),,
Class of 2018,Graduated,5223,Paideia High School,105266,(Suppressed: Greater than 90%),0.9,
Class of 2018,Continued,5223,Paideia High School,105266,(Suppressed: Greater than 90%),,
Class of 2018,Dropped Out,5223,Paideia High School,105266,(Suppressed: Greater than 90%),,
Class of 2018,Graduated,5226,Selkirk High School,105270,(Suppressed: Greater than 90%),0.9,
Class of 2018,Continued,5226,Selkirk High School,105270,(Suppressed: Greater than 90%),,
Class of 2018,Dropped Out,5226,Selkirk High School,105270,(Suppressed: Greater than 90%),,
Class of 2018,Graduated,5240,Bellevue Big Picture School,105341,(Suppressed: Greater than 90%),0.9,
Class of 2018,Continued,5240,Bellevue Big Picture School,105341,(Suppressed: Greater than 90%),,
Class of 2018,Dropped Out,5240,Bellevue Big Picture School,105341,(Suppressed: Greater than 90%),,
Class of 2018,Graduated,5268,Riverpoint Academy,105474,(Suppressed: Greater than 90%),0.9,
Class of 2018,Continued,5268,Riverpoint Academy,105474,(Suppressed: Greater than 90%),,
Class of 2018,Dropped Out,5268,Riverpoint Academy,105474,(Suppressed: Greater than 90%),,
Class of 2018,Graduated,5473,Technology Access Foundation Academy at Saghalie,106056,(Suppressed: Greater than 90%),0.9,
Class of 2018,Continued,5473,Technology Access Foundation Academy at Saghalie,106056,(Suppressed: Greater than 90%),,
Class of 2018,Dropped Out,5473,Technology Access Foundation Academy at Saghalie,106056,(Suppressed: Greater than 90%),,
Class of 2018,Graduated,04127,Entiat School District,100079,(Suppressed: Greater than 90%),0.9,
Class of 2018,Continued,04127,Entiat School District,100079,(Suppressed: Greater than 90%),,
Class of 2018,Dropped Out,04127,Entiat School District,100079,(Suppressed: Greater than 90%),,
Class of 2018,Graduated,09209,Waterville School District,100288,(Suppressed: Greater than 90%),0.9,
Class of 2018,Continued,09209,Waterville School District,100288,(Suppressed: Greater than 90%),,
Class of 2018,Dropped Out,09209,Waterville School District,100288,(Suppressed: Greater than 90%),,
Class of 2018,Graduated,13151,Coulee-Hartline School District,100057,(Suppressed: Greater than 90%),0.9,
Class of 2018,Continued,13151,Coulee-Hartline School District,100057,(Suppressed: Greater than 90%),,
Class of 2018,Dropped Out,13151,Coulee-Hartline School District,100057,(Suppressed: Greater than 90%),,
Class of 2018,Graduated,14097,Lake Quinault School District,100211,(Suppressed: Greater than 90%),0.9,
Class of 2018,Continued,14097,Lake Quinault School District,100211,(Suppressed: Greater than 90%),,
Class of 2018,Dropped Out,14097,Lake Quinault School District,100211,(Suppressed: Greater than 90%),,
Class of 2018,Graduated,20400,Trout Lake School District,100272,(Suppressed: Greater than 90%),0.9,
Class of 2018,Continued,20400,Trout Lake School District,100272,(Suppressed: Greater than 90%),,
Class of 2018,Dropped Out,20400,Trout Lake School District,100272,(Suppressed: Greater than 90%),,
Class of 2018,Graduated,20406,Lyle School District,100135,(Suppressed: Greater than 90%),0.9,
Class of 2018,Continued,20406,Lyle School District,100135,(Suppressed: Greater than 90%),,
Class of 2018,Dropped Out,20406,Lyle School District,100135,(Suppressed: Greater than 90%),,
Class of 2018,Graduated,22105,Odessa School District,100180,(Suppressed: Greater than 90%),0.9,
Class of 2018,Continued,22105,Odessa School District,100180,(Suppressed: Greater than 90%),,
Class of 2018,Dropped Out,22105,Odessa School District,100180,(Suppressed: Greater than 90%),,
Class of 2018,Graduated,22200,Wilbur School District,100296,(Suppressed: Greater than 90%),0.9,
Class of 2018,Continued,22200,Wilbur School District,100296,(Suppressed: Greater than 90%),,
Class of 2018,Dropped Out,22200,Wilbur School District,100296,(Suppressed: Greater than 90%),,
Class of 2018,Graduated,22204,Harrington School District,100103,(Suppressed: Greater than 90%),0.9,
Class of 2018,Continued,22204,Harrington School District,100103,(Suppressed: Greater than 90%),,
Class of 2018,Dropped Out,22204,Harrington School District,100103,(Suppressed: Greater than 90%),,
Class of 2018,Graduated,24122,Pateros School District,100196,(Suppressed: Greater than 90%),0.9,
Class of 2018,Continued,24122,Pateros School District,100196,(Suppressed: Greater than 90%),,
Class of 2018,Dropped Out,24122,Pateros School District,100196,(Suppressed: Greater than 90%),,
Class of 2018,Graduated,25160,Willapa Valley School District,100297,(Suppressed: Greater than 90%),0.9,
Class of 2018,Continued,25160,Willapa Valley School District,100297,(Suppressed: Greater than 90%),,
Class of 2018,Dropped Out,25160,Willapa Valley School District,100297,(Suppressed: Greater than 90%),,
Class of 2018,Graduated,26070,Selkirk School District,100232,(Suppressed: Greater than 90%),0.9,
Class of 2018,Continued,26070,Selkirk School District,100232,(Suppressed: Greater than 90%),,
Class of 2018,Dropped Out,26070,Selkirk School District,100232,(Suppressed: Greater than 90%),,
Class of 2018,Graduated,28137,Orcas Island School District,100186,(Suppressed: Greater than 90%),0.9,
Class of 2018,Continued,28137,Orcas Island School District,100186,(Suppressed: Greater than 90%),,
Class of 2018,Dropped Out,28137,Orcas Island School District,100186,(Suppressed: Greater than 90%),,
Class of 2018,Graduated,33206,Columbia (Stevens) School District,100051,(Suppressed: Greater than 90%),0.9,
Class of 2018,Continued,33206,Columbia (Stevens) School District,100051,(Suppressed: Greater than 90%),,
Class of 2018,Dropped Out,33206,Columbia (Stevens) School District,100051,(Suppressed: Greater than 90%),,
Class of 2018,Graduated,36300,Touchet School District,100270,(Suppressed: Greater than 90%),0.9,
Class of 2018,Continued,36300,Touchet School District,100270,(Suppressed: Greater than 90%),,
Class of 2018,Dropped Out,36300,Touchet School District,100270,(Suppressed: Greater than 90%),,
Class of 2018,Graduated,36401,Waitsburg School District,100282,(Suppressed: Greater than 90%),0.9,
Class of 2018,Continued,36401,Waitsburg School District,100282,(Suppressed: Greater than 90%),,
Class of 2018,Dropped Out,36401,Waitsburg School District,100282,(Suppressed: Greater than 90%),,
Class of 2018,Graduated,36402,Prescott School District,100204,(Suppressed: Greater than 90%),0.9,
Class of 2018,Continued,36402,Prescott School District,100204,(Suppressed: Greater than 90%),,
Class of 2018,Dropped Out,36402,Prescott School District,100204,(Suppressed: Greater than 90%),,
Class of 2018,Graduated,38301,Palouse School District,100194,(Suppressed: Greater than 90%),0.9,
Class of 2018,Continued,38301,Palouse School District,100194,(Suppressed: Greater than 90%),,
Class of 2018,Dropped Out,38301,Palouse School District,100194,(Suppressed: Greater than 90%),,
Class of 2018,Graduated,38306,Colton School District,100050,(Suppressed: Greater than 90%),0.9,
Class of 2018,Continued,38306,Colton School District,100050,(Suppressed: Greater than 90%),,
Class of 2018,Dropped Out,38306,Colton School District,100050,(Suppressed: Greater than 90%),,
Class of 2018,Graduated,38320,Rosalia School District,100225,(Suppressed: Greater than 90%),0.9,
Class of 2018,Continued,38320,Rosalia School District,100225,(Suppressed: Greater than 90%),,
Class of 2018,Dropped Out,38320,Rosalia School District,100225,(Suppressed: Greater than 90%),,
Class of 2018,Graduated,2214,South Bend High School,101993,(Suppressed: Greater than 91%),0.91,
Class of 2018,Continued,2214,South Bend High School,101993,(Suppressed: Greater than 91%),,
Class of 2018,Dropped Out,2214,South Bend High School,101993,(Suppressed: Greater than 91%),,
Class of 2018,Graduated,3416,Liberty High School,102837,(Suppressed: Greater than 91%),0.91,
Class of 2018,Continued,3416,Liberty High School,102837,(Suppressed: Greater than 91%),,
Class of 2018,Dropped Out,3416,Liberty High School,102837,(Suppressed: Greater than 91%),,
Class of 2018,Graduated,3597,Winlock Senior High,101839,(Suppressed: Greater than 91%),0.91,
Class of 2018,Continued,3597,Winlock Senior High,101839,(Suppressed: Greater than 91%),,
Class of 2018,Dropped Out,3597,Winlock Senior High,101839,(Suppressed: Greater than 91%),,
Class of 2018,Graduated,5180,Columbia Virtual Academy - Kettle Falls,104957,(Suppressed: Greater than 91%),0.91,
Class of 2018,Continued,5180,Columbia Virtual Academy - Kettle Falls,104957,(Suppressed: Greater than 91%),,
Class of 2018,Dropped Out,5180,Columbia Virtual Academy - Kettle Falls,104957,(Suppressed: Greater than 91%),,
Class of 2018,Graduated,5271,Vancouver iTech Preparatory,105487,(Suppressed: Greater than 91%),0.91,
Class of 2018,Continued,5271,Vancouver iTech Preparatory,105487,(Suppressed: Greater than 91%),,
Class of 2018,Dropped Out,5271,Vancouver iTech Preparatory,105487,(Suppressed: Greater than 91%),,
Class of 2018,Graduated,25118,South Bend School District,100242,(Suppressed: Greater than 91%),0.91,
Class of 2018,Continued,25118,South Bend School District,100242,(Suppressed: Greater than 91%),,
Class of 2018,Dropped Out,25118,South Bend School District,100242,(Suppressed: Greater than 91%),,
Class of 2018,Graduated,32362,Liberty School District,100130,(Suppressed: Greater than 91%),0.91,
Class of 2018,Continued,32362,Liberty School District,100130,(Suppressed: Greater than 91%),,
Class of 2018,Dropped Out,32362,Liberty School District,100130,(Suppressed: Greater than 91%),,
Class of 2018,Graduated,2146,Liberty Bell Jr Sr High,101965,(Suppressed: Greater than 92%),0.92,
Class of 2018,Continued,2146,Liberty Bell Jr Sr High,101965,(Suppressed: Greater than 92%),,
Class of 2018,Dropped Out,2146,Liberty Bell Jr Sr High,101965,(Suppressed: Greater than 92%),,
Class of 2018,Graduated,2357,Raymond Jr Sr High School,101989,(Suppressed: Greater than 92%),0.92,
Class of 2018,Continued,2357,Raymond Jr Sr High School,101989,(Suppressed: Greater than 92%),,
Class of 2018,Dropped Out,2357,Raymond Jr Sr High School,101989,(Suppressed: Greater than 92%),,
Class of 2018,Graduated,2560,Toutle Lake High School,100682,(Suppressed: Greater than 92%),0.92,
Class of 2018,Continued,2560,Toutle Lake High School,100682,(Suppressed: Greater than 92%),,
Class of 2018,Dropped Out,2560,Toutle Lake High School,100682,(Suppressed: Greater than 92%),,
Class of 2018,Graduated,2623,Manson High School,100426,(Suppressed: Greater than 92%),0.92,
Class of 2018,Continued,2623,Manson High School,100426,(Suppressed: Greater than 92%),,
Class of 2018,Dropped Out,2623,Manson High School,100426,(Suppressed: Greater than 92%),,
Class of 2018,Graduated,5301,The Community School,105552,(Suppressed: Greater than 92%),0.92,
Class of 2018,Continued,5301,The Community School,105552,(Suppressed: Greater than 92%),,
Class of 2018,Dropped Out,5301,The Community School,105552,(Suppressed: Greater than 92%),,
Class of 2018,Graduated,04019,Manson School District,100139,(Suppressed: Greater than 92%),0.92,
Class of 2018,Continued,04019,Manson School District,100139,(Suppressed: Greater than 92%),,
Class of 2018,Dropped Out,04019,Manson School District,100139,(Suppressed: Greater than 92%),,
Class of 2018,Graduated,08130,Toutle Lake School District,100271,(Suppressed: Greater than 92%),0.92,
Class of 2018,Continued,08130,Toutle Lake School District,100271,(Suppressed: Greater than 92%),,
Class of 2018,Dropped Out,08130,Toutle Lake School District,100271,(Suppressed: Greater than 92%),,
Class of 2018,Graduated,25116,Raymond School District,100214,(Suppressed: Greater than 92%),0.92,
Class of 2018,Continued,25116,Raymond School District,100214,(Suppressed: Greater than 92%),,
Class of 2018,Dropped Out,25116,Raymond School District,100214,(Suppressed: Greater than 92%),,
Class of 2018,Graduated,1836,CAM Academy,100632,(Suppressed: Greater than 93%),0.93,
Class of 2018,Continued,1836,CAM Academy,100632,(Suppressed: Greater than 93%),,
Class of 2018,Dropped Out,1836,CAM Academy,100632,(Suppressed: Greater than 93%),,
Class of 2018,Graduated,2478,Reardan Middle-Senior High School,101881,(Suppressed: Greater than 93%),0.93,
Class of 2018,Continued,2478,Reardan Middle-Senior High School,101881,(Suppressed: Greater than 93%),,
Class of 2018,Dropped Out,2478,Reardan Middle-Senior High School,101881,(Suppressed: Greater than 93%),,
Class of 2018,Graduated,3024,Ocosta Junior - Senior High,100910,(Suppressed: Greater than 93%),0.93,
Class of 2018,Continued,3024,Ocosta Junior - Senior High,100910,(Suppressed: Greater than 93%),,
Class of 2018,Dropped Out,3024,Ocosta Junior - Senior High,100910,(Suppressed: Greater than 93%),,
Class of 2018,Graduated,4206,Kettle Falls High School,102911,(Suppressed: Greater than 93%),0.93,
Class of 2018,Continued,4206,Kettle Falls High School,102911,(Suppressed: Greater than 93%),,
Class of 2018,Dropped Out,4206,Kettle Falls High School,102911,(Suppressed: Greater than 93%),,
Class of 2018,Graduated,5027, General William H. Harrison Preparatory School,104144,(Suppressed: Greater than 93%),0.93,
Class of 2018,Continued,5027, General William H. Harrison Preparatory School,104144,(Suppressed: Greater than 93%),,
Class of 2018,Dropped Out,5027, General William H. Harrison Preparatory School,104144,(Suppressed: Greater than 93%),,
Class of 2018,Graduated,14172,Ocosta School District,100179,(Suppressed: Greater than 93%),0.93,
Class of 2018,Continued,14172,Ocosta School District,100179,(Suppressed: Greater than 93%),,
Class of 2018,Dropped Out,14172,Ocosta School District,100179,(Suppressed: Greater than 93%),,
Class of 2018,Graduated,22009,Reardan-Edwall School District,100215,(Suppressed: Greater than 93%),0.93,
Class of 2018,Continued,22009,Reardan-Edwall School District,100215,(Suppressed: Greater than 93%),,
Class of 2018,Dropped Out,22009,Reardan-Edwall School District,100215,(Suppressed: Greater than 93%),,
Class of 2018,Graduated,24350,Methow Valley School District,100148,(Suppressed: Greater than 93%),0.93,
Class of 2018,Continued,24350,Methow Valley School District,100148,(Suppressed: Greater than 93%),,
Class of 2018,Dropped Out,24350,Methow Valley School District,100148,(Suppressed: Greater than 93%),,
Class of 2018,Graduated,33212,Kettle Falls School District,100118,(Suppressed: Greater than 93%),0.93,
Class of 2018,Continued,33212,Kettle Falls School District,100118,(Suppressed: Greater than 93%),,
Class of 2018,Dropped Out,33212,Kettle Falls School District,100118,(Suppressed: Greater than 93%),,
Class of 2018,Graduated,1777,Sky Valley Education Center,102600,(Suppressed: Greater than 94%),0.94,
Class of 2018,Continued,1777,Sky Valley Education Center,102600,(Suppressed: Greater than 94%),,
Class of 2018,Dropped Out,1777,Sky Valley Education Center,102600,(Suppressed: Greater than 94%),,
Class of 2018,Graduated,2441,Adna Middle/High School,101835,(Suppressed: Greater than 94%),0.94,
Class of 2018,Continued,2441,Adna Middle/High School,101835,(Suppressed: Greater than 94%),,
Class of 2018,Dropped Out,2441,Adna Middle/High School,101835,(Suppressed: Greater than 94%),,
Class of 2018,Graduated,2800,Brewster High School,101956,(Suppressed: Greater than 94%),0.94,
Class of 2018,Continued,2800,Brewster High School,101956,(Suppressed: Greater than 94%),,
Class of 2018,Dropped Out,2800,Brewster High School,101956,(Suppressed: Greater than 94%),,
Class of 2018,Graduated,3173,Davenport Senior High School,101902,(Suppressed: Greater than 94%),0.94,
Class of 2018,Continued,3173,Davenport Senior High School,101902,(Suppressed: Greater than 94%),,
Class of 2018,Dropped Out,3173,Davenport Senior High School,101902,(Suppressed: Greater than 94%),,
Class of 2018,Graduated,21226,Adna School District,100011,(Suppressed: Greater than 94%),0.94,
Class of 2018,Continued,21226,Adna School District,100011,(Suppressed: Greater than 94%),,
Class of 2018,Dropped Out,21226,Adna School District,100011,(Suppressed: Greater than 94%),,
Class of 2018,Graduated,22207,Davenport School District,100065,(Suppressed: Greater than 94%),0.94,
Class of 2018,Continued,22207,Davenport School District,100065,(Suppressed: Greater than 94%),,
Class of 2018,Dropped Out,22207,Davenport School District,100065,(Suppressed: Greater than 94%),,
Class of 2018,Graduated,1706,International Community School,101518,(Suppressed: Greater than 95%),0.95,
Class of 2018,Continued,1706,International Community School,101518,(Suppressed: Greater than 95%),,
